instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,code,sem,title,iscross
"Higgins,Scott",.M.W... 01:20PM-04:40PM;,CFS100;,50,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM324,Fall2017,Visual Storytelling: The History and Art of Hollywood's Master Storytellers,FALSE
"Rai,Swapnil",..T.R.. 01:20PM-04:10PM;,AWKS010;,19,8,9,10,NA,1,1,0,NA,FALSE,FILM329,Fall2017,Introduction to Global Bollywood,FALSE
"Longenecker,Marc Robert",.M.W... 08:50AM-12:00PM;,AWKS010;,19,9,10,2,NA,NA,NA,NA,NA,FALSE,FILM387,Fall2017,Seminar on Television Series and Aesthetics,FALSE
"Dombrowski,Lisa A.",..T.... 01:20PM-03:00PM; ..T.R.. 03:10PM-04:40PM;,CFS100;  CFS100;,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM388,Fall2017,Advanced Global Film Auteurs,FALSE
"Slowik,Michael James",.M.W... 08:50AM-11:50AM;,CFS100;,19,9,10,5,NA,NA,NA,NA,NA,FALSE,FILM389,Fall2017,Film Genres: The Western,FALSE
"Slowik,Michael James",..T.R.. 01:20PM-04:20PM;,CFS190;,24,12,12,12,NA,NA,NA,NA,NA,FALSE,FILM390,Fall2017,History of Film Sound,FALSE
"Pope,Michael",...W.F. 02:50PM-04:10PM;,AWKS010;,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM442,Fall2017,The Art of Doing: Creative Project Production and Making It Happen,FALSE
"Collins,Stephen Edward",...W.F. 01:20PM-04:10PM;,CFS128;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM450,Fall2017,Sight and Sound Workshop,FALSE
"Parkin,Richard",..T.R.. 08:50AM-11:50AM;,CFS128;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM450,Fall2017,Sight and Sound Workshop,FALSE
"Collins,Stephen Edward",..T.R.. 01:20PM-04:10PM;,CFS128;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM450,Fall2017,Sight and Sound Workshop,FALSE
"Angeles,Cruz Joel",.M..... 01:20PM-04:10PM;,CFS124;,14,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM454,Fall2017,Screenwriting,FALSE
"Parkin,Richard",...W.F. 08:50AM-11:50AM;,CFS128;,7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM456,Fall2017,Advanced Filmmaking,FALSE
"Rucnov,Mirko",...W.F. 08:50AM-11:50AM;,TBA,11,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM456,Fall2017,Advanced Filmmaking,FALSE
"Rucnov,Mirko",...W.F. 08:50AM-11:50AM;,CFS124;,11,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM456,Fall2017,Advanced Filmmaking,FALSE
"Cacaci,Joe",....R.. 01:20PM-04:10PM;,CFS124;,11,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM456,Fall2017,Advanced Filmmaking,FALSE
"Cacaci,Joe",.....F. 01:20PM-04:10PM;,TBA,11,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM456,Fall2017,Advanced Filmmaking,FALSE
"Cacaci,Joe",..T.... 01:20PM-04:10PM;,CFS124;,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM460,Fall2017,Scripting Series for the Small Screen,FALSE
"Slowik,Michael James",..T.R.. 08:50AM-12:10PM;,CFS100;,135,0,0,14,NA,10,15,50,60,FALSE,FILM304,Spring2018,History of World Cinema to the 1960s,FALSE
"Longenecker,Marc Robert",..T.R.. 08:50AM-11:50AM;,AWKS010;,19,NA,NA,4,NA,NA,NA,19,NA,FALSE,FILM305,Spring2018,"Sophomore Colloquium for Declaring Majors: This and That, Here and There, Now and Then",FALSE
"Basinger,Jeanine D.",..T.R.. 01:20PM-04:40PM;   TBA;,AWKS010;   ;,24,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM309,Spring2018,Immersion Seminar: Film Noir,FALSE
"Traube,Elizabeth G.",...W... 07:10PM-10:00PM;,ANTH6;,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,ANTH308,Spring2018,Television Storytelling: The Conditions of Narrative Complexity,TRUE
"Lensing,Leo A.",.M..... 01:20PM-04:10PM; ...W... 01:20PM-04:10PM;,CFS190;  CFS124;,25,8,6,3,NA,3,3,3,2,FALSE,FILM320,Spring2018,The New German Cinema,TRUE
"Laub,David Paul",.M..... 07:10PM-10:10PM; .....F. 09:00AM-12:10PM;,AWKS010;  CFS100;,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM330,Spring2018,The Art and Business of Contemporary Film,FALSE
"Higgins,Scott",.M.W... 01:20PM-04:40PM;,CFS100;,35,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM341,Spring2018,The Cinema of Horror,FALSE
"Lensing,Leo A.",..T.... 01:20PM-04:10PM; ....R.. 01:20PM-04:10PM;,CFS190;  CFS124;,19,5,5,2,NA,5,2,2,0,FALSE,FILM355,Spring2018,Newest German (and Austrian) Cinema,TRUE
"Scott,Anthony O.",.....F. 01:20PM-04:10PM;,CFS190;,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM370,Spring2018,The Art of Film Criticism,FALSE
"Slowik,Michael James",.M.W... 08:50AM-12:10PM;,CFS100;,24,12,12,0,NA,NA,NA,NA,NA,FALSE,FILM391,Spring2018,Sex and Violence: American Film-making Under Censorship,FALSE
"Dombrowski,Lisa A.",.M.W... 01:20PM-04:40PM;,AWKS010;,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM414,Spring2018,Senior Seminar,FALSE
"Parkin,Richard",...W.F. 01:20PM-04:10PM;,CFS128;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM450,Spring2018,Sight and Sound Workshop,FALSE
"Rucnov,Mirko",..T.R.. 01:20PM-04:10PM;,CFS128;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM450,Spring2018,Sight and Sound Workshop,FALSE
"Yorgancioglu,Pinar",.M..... 01:20PM-04:10PM;,CFS128;,9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM451,Spring2018,Introduction to Digital Filmmaking,FALSE
"Ring,Justin",.M..... 01:20PM-04:10PM;,CFS124;,8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM454,Spring2018,Screenwriting,FALSE
"Parkin,Richard",...W... 08:50AM-11:50AM;,CFS128;,7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM457,Spring2018,Advanced Filmmaking,FALSE
"Rucnov,Mirko",...W... 08:50AM-11:50AM;,CFS128;,9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM457,Spring2018,Advanced Filmmaking,FALSE
"Yorgancioglu,Pinar",...W... 08:50AM-11:50AM;,CFS124;,9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM457,Spring2018,Advanced Filmmaking,FALSE
"Cacaci,Joe",....R.. 01:20PM-04:10PM;,CFS190;,11,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM457,Spring2018,Advanced Filmmaking,FALSE
"Cacaci,Joe",.....F. 01:20PM-04:10PM;,CFS124;,11,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM457,Spring2018,Advanced Filmmaking,FALSE
"Bloom,Amy B.",.M..... 08:50AM-11:40AM;,116MTV102;,14,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,ENGL357,Spring2018,Writing for Television II,TRUE
"Meyer,Priscilla",..T.R.. 02:50PM-04:10PM; .M..... 07:10PM-09:40PM;,FISK302;  FISK302;,25,2,3,11,NA,4,4,6,6,FALSE,RUSS234,Spring2018,Woody Allen and the Russian Novel,TRUE
"Rucnov,Mirko",.MTWRF. 09:00AM-10:40AM;,CFS124;,15,3,3,10,NA,3,2,2,2,FALSE,NANA,NANA,Visual Storytelling: Screenwriting,FALSE
"Fitzpatrick,Joseph J.",.M.W... 10:50AM-12:10PM;,BOGH113;,15,NA,NA,3,NA,NA,NA,NA,15,FALSE,COL108,Fall2017,Language,FALSE
"Fitzpatrick,Joseph J.",.M.W... 01:20PM-02:40PM;,ALLB113;,15,NA,NA,9,NA,NA,NA,NA,15,FALSE,COL115,Fall2017,How to Read a Literary Text,FALSE
"Pfister,Joel",..T.... 07:10PM-10:00PM;,BOGH114;,30,NA,NA,11,NA,NA,NA,NA,30,FALSE,ENGL175,Fall2017,Staging America: Modern American Drama,TRUE
"Ponce-Hegenauer,Gabrielle Piedad",.M.W... 02:50PM-04:10PM;,RUSSMILLET;,15,NA,NA,6,NA,NA,NA,NA,15,FALSE,COL150,Fall2017,Great Books Unbound,FALSE
"Smyth,Daniel",.M.W... 02:50PM-04:10PM;,RUSSMILLET;,15,NA,NA,5,NA,NA,NA,NA,15,FALSE,COL150,Fall2017,Great Books Unbound,FALSE
"Torgerson,Jesse Wayne",.M.W... 02:50PM-04:10PM;,RUSSMILLET;,15,NA,NA,5,NA,NA,NA,NA,15,FALSE,COL150,Fall2017,Great Books Unbound,FALSE
"T�lölyan,Khachig",..T.R.. 10:20AM-11:40AM;,FISK302;,48,NA,NA,24,NA,NA,NA,24,24,FALSE,COL186,Fall2017,The Changing American Novel: From Jack Kerouac to Maggy Nelson,TRUE
"Barber,Charles",.....F. 01:20PM-04:10PM;,116MTV108;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,COL201,Fall2017,Writing Nonfiction,FALSE
"Smith,Courtney Weiss",...W.F. 10:50AM-12:10PM;,ALLB304;,30,4,5,18,NA,4,5,7,5,FALSE,ENGL206,Fall2017,"British Literature in the Enlightenment: Individualism, Consumer Culture, and the Public Sphere",TRUE
"Roth,Michael S.",.M.W... 10:50AM-12:10PM;,CFS190;,118,11,13,61,NA,11,13,28,42,FALSE,COL228,Fall2017,"Virtue and Vice in History, Literature, and Philosophy",TRUE
"Armstrong Roche,Michael",.M.W... 02:50PM-04:10PM;,BOGH115;,18,10,3,4,NA,1,1,2,1,FALSE,SPAN230,Fall2017,"Heroes, Lovers, and Swindlers: Medieval and Renaissance Spanish Literature and History",TRUE
"Garcia,Samuel J",..T.R.. 08:50AM-10:10AM;,BOGH114;,19,3,4,3,NA,2,2,4,4,FALSE,COL235,Fall2017,The Spanish Inquisition,TRUE
"Garcia,Samuel J",..T.R.. 04:20PM-05:40PM;,BOGH114;,19,3,4,0,NA,2,2,4,4,FALSE,COL236,Fall2017,Witchcraft in the Early Modern World,FALSE
"Weil,Kari",..T.R.. 01:20PM-02:40PM;,BOGH115;,19,3,4,5,NA,4,4,4,0,FALSE,COL238,Fall2017,Animal Theories/Human Fictions,TRUE
"Ponce-Hegenauer,Gabrielle Piedad   Irani,Tushar",.M.W... 01:20PM-02:40PM;,BOGH114;,28,NA,NA,8,NA,NA,NA,28,NA,FALSE,COL241,Fall2017,Sophomore Colloquium,FALSE
"Plass,Ulrich    Torgerson,Jesse Wayne",.M.W... 01:20PM-02:40PM;,BOGH110;,20,NA,20,8,NA,NA,NA,NA,NA,FALSE,COL243,Fall2017,Junior Colloquium,FALSE
"Weil,Kari",.M.W... 01:20PM-02:40PM;,BOGH115;,17,17,NA,4,NA,NA,NA,NA,NA,FALSE,COL245,Fall2017,Senior Colloquium,FALSE
"T�lölyan,Khachig",...W... 07:10PM-10:00PM;,BOGH113;,18,2,10,0,NA,0,6,0,0,FALSE,COL249,Fall2017,Narrative and Ideology,TRUE
"Smyth,Daniel",.M.W... 10:50AM-12:10PM;,BOGH115;,19,5,5,3,NA,3,3,3,0,FALSE,COL266,Fall2017,History and Limits of Aesthetic Theory,TRUE
"Curran,Andrew",.M.W... 01:20PM-02:40PM;,ALLB004;,18,5,5,11,NA,0,0,4,4,FALSE,FREN372,Fall2017,Exoticism: Imaginary Geographies in 18th- and 19th-Century French Literature,TRUE
"Baeumel,Martin",..T.R.. 01:20PM-02:40PM;,BOGH110;,16,2,2,0,NA,2,2,4,4,FALSE,GRST279,Fall2017,"Good, Evil, Human: German Fairy Tales and Their Cultural Impact",TRUE
"Twagira,Laura Ann",..T.R.. 02:50PM-04:10PM;,ALLB304;,19,1,1,3,NA,1,1,7,8,FALSE,HIST291,Fall2017,Gender and History (FGSS Gateway),TRUE
"Meere,Michael",..T.R.. 02:50PM-04:10PM;,FISK312;,18,10,6,11,NA,0,0,2,0,FALSE,FREN324,Fall2017,"Interpreting the ""New World"": France and the Early Modern Americas",TRUE
"Roth,Michael S.",.M.W... 10:50AM-12:10PM;,CFS190;,90,8,7,40,NA,7,8,20,40,FALSE,HIST214,Spring2018,The Modern and the Postmodern,TRUE
"Leservot,Typhaine",..T.R.. 10:20AM-11:40AM;,BOGH113;,18,0,6,5,NA,0,0,9,3,FALSE,COL225,Spring2018,20th-Century Franco-Caribbean Literature and the Search for Identity,TRUE
"Armstrong Roche,Michael",..T.R.. 07:10PM-08:30PM;,BOGH115;,18,10,3,7,NA,1,1,2,1,FALSE,SPAN232,Spring2018,Dialogue of Poets: Classical and 20th-Century Poetry in Spain and Latin America,TRUE
"Barber,Charles",...W... 07:10PM-10:00PM;,116MTV108;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,COL227,Spring2018,Life Writing: Writing About the Self and from Experience,TRUE
"Gonzalez,Bernardo Antonio",..T.R.. 08:50AM-10:10AM;,FISK210;,18,10,3,10,NA,1,1,2,1,FALSE,SPAN264,Spring2018,Orientalism: Spain and Africa,TRUE
"Aresu,Francesco Marco",..T.R.. 02:50PM-04:10PM;,ALLB103;,25,4,4,4,NA,4,4,4,5,FALSE,FIST226,Spring2018,The Cosmos of Dante's Comedy,TRUE
"Meere,Michael",.M.W.F. 02:50PM-03:40PM;,FISK121;,18,2,4,9,NA,0,0,8,4,FALSE,FREN238,Spring2018,"Representing the Self, Representing Yourself",TRUE
"Kleinberg,Ethan    Weil,Kari",.M.W... 01:20PM-02:40PM;,BOGH115;,18,NA,18,6,NA,NA,NA,NA,NA,FALSE,COL244,Spring2018,Junior Colloquium,FALSE
"T�lölyan,Khachig",.M.W... 01:20PM-02:40PM;,BOGH110;,17,17,NA,4,NA,NA,NA,NA,NA,FALSE,COL246,Spring2018,Senior Colloquium,FALSE
"Plass,Ulrich",..T.R.. 02:50PM-04:10PM;,BOGH110;,15,NA,NA,0,NA,NA,NA,NA,15,FALSE,GRST251,Spring2018,"Kafka: Literature, Law, and Power",TRUE
"Aresu,Francesco Marco",..T.R.. 07:10PM-08:30PM;,FISK314;,18,4,3,4,NA,4,3,2,2,FALSE,ITAL235,Spring2018,The Invention of Fiction: Giovanni Boccaccio's Decameron,TRUE
"Meyer,Priscilla",..T.R.. 10:20AM-11:40AM;,FISK413;,24,4,4,15,NA,4,4,4,4,FALSE,REES268,Spring2018,Pale Fire: Nabokov's Ingredients,TRUE
"Plass,Ulrich",.M.W... 10:50AM-12:10PM;,BOGH115;,25,5,5,-1,NA,5,5,5,0,FALSE,COL264,Spring2018,Critical Theory: From Karl Marx to Angela Davis,TRUE
"Smyth,Daniel",.M.W... 10:50AM-12:10PM;,BOGH113;,19,4,4,6,NA,4,4,3,0,FALSE,COL269,Spring2018,Modern Aesthetic Theory,TRUE
"Fitzpatrick,Joseph J.",.....F. 01:20PM-04:10PM;,BOGH114;,19,8,5,6,NA,3,3,0,0,FALSE,COL270,Spring2018,Modernist City-Texts,TRUE
"Winston,Krishna R.",..T.R.. 10:20AM-11:40AM;,FISK412;,25,4,4,20,NA,5,5,4,3,FALSE,GRST260,Spring2018,The Agony and the Ecstasy:  The German Novel and Novella,TRUE
"Fitzpatrick,Joseph J.",..T.R.. 02:50PM-04:10PM;,BOGH114;,19,5,5,19,NA,5,4,0,0,FALSE,COL278,Spring2018,European Realist Novels,FALSE
"Baeumel,Martin",..T.R.. 01:20PM-02:40PM;,FISK414;,16,2,2,-1,NA,2,2,4,4,FALSE,GRST279,Spring2018,"Good, Evil, Human: German Fairy Tales and Their Cultural Impact",TRUE
"Smyth,Daniel",.M.W... 02:50PM-04:10PM;,BOGH110;,19,4,4,2,NA,4,4,3,0,FALSE,COL292,Spring2018,Reason and Its Limits,TRUE
"Ponce-Hegenauer,Gabrielle Piedad",..T.... 01:20PM-04:10PM;,CFH106;,19,3,3,15,NA,3,3,4,3,FALSE,COL309,Spring2018,Truth & the Poet: Lyric Subjectivity and Phenomenology,TRUE
"Armstrong Roche,Michael",..T.R.. 02:50PM-04:10PM;,BOGH115;,18,10,3,4,NA,1,1,2,1,FALSE,SPAN231,Spring2018,"Classic Spanish Plays: Love, Violence, and (Poetic) Justice on the Early Modern Stage",TRUE
"Fitzpatrick,Joseph J.",..T.R.. 01:20PM-02:40PM;,BOGH110;,18,3,4,12,NA,4,4,3,0,FALSE,COL338,Spring2018,Utter Nonsense: Making Sense of Literature and Theory,FALSE
"Alejandro,Pedro",.M.W... 01:20PM-02:50PM;,SDC;,16,NA,NA,3,NA,NA,NA,NA,16,FALSE,DANC103,Fall2017,Dancing Bodies,FALSE
"McPhilimy,Chelsie",.....F. 02:50PM-04:20PM;,CDS;,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC105,Fall2017,Dance Production Techniques,FALSE
"Alejandro,Pedro",..T.R.. 01:20PM-02:50PM;,SDC;,36,0,0,4,NA,9,9,9,9,FALSE,DANC111,Fall2017,Introduction to Dance,FALSE
"Bobbitt,Stacey",.M.W... 10:00AM-11:30AM;,SDC;,36,0,0,8,NA,9,9,9,9,FALSE,DANC111,Fall2017,Introduction to Dance,FALSE
"MacArthur,Bronwen",..T.R.. 02:50PM-04:20PM;,CDS;,25,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC202,Fall2017,Ballet I,FALSE
"Lourie,Susan F.",.M.W... 08:10AM-09:40AM;,SDC;,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC211,Fall2017,Modern Dance I,FALSE
"Baker,Ernest Felton",.....F. 02:50PM-05:20PM;,SDC;,36,6,6,3,NA,6,6,6,6,FALSE,DANC213,Fall2017,Hip Hop/Black Vernacular Dance,TRUE
STAFF,.M.W... 01:20PM-02:50PM; .....F. 12:40PM-02:40PM;,TBA SDC;,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC215,Fall2017,Modern Dance II,FALSE
"Ote�za,Marcela",.....F. 01:20PM-04:10PM;,TST114;,12,2,2,-1,NA,2,4,2,0,FALSE,THEA237,Fall2017,Performance Art,TRUE
"Levine,Abigail",..T.R.. 10:00AM-11:50AM;,SDC;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC249,Fall2017,Making Dances I: Solo Work,FALSE
"Saaka,Iddrisu",.M.W... 06:40PM-08:10PM;,CDS;,30,4,4,9,NA,4,4,7,7,FALSE,DANC260,Fall2017,West African Dance I,FALSE
"Krishnan,Hari",.M.W... 09:50AM-11:20AM;,CDS;,25,3,3,10,NA,5,5,5,4,FALSE,DANC261,Fall2017,Bharata Natyam I: Introduction of South Indian Classical Dance,FALSE
"MacArthur,Bronwen",..T.R.. 04:40PM-06:10PM;,CDS;,25,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC302,Fall2017,Ballet II,FALSE
"Lynch,Kellie Ann",.M.W... 01:20PM-02:50PM; .....F. 12:40PM-02:40PM;,TBA  ;,25,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC309,Fall2017,Modern Dance III,FALSE
"Mather,Donnie",...W... 01:20PM-04:10PM;,TST001;,26,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,THEA318,Fall2017,Introduction to Viewpoints,TRUE
"Saaka,Iddrisu",.M.W... 04:40PM-06:10PM;,CDS;,18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC360,Fall2017,West African Dance II,FALSE
"Krishnan,Hari",.M.W... 02:50PM-04:20PM;,CDS;,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC362,Fall2017,Bharata Natyam II: Embracing the Traditional and the Modern,FALSE
"Lourie,Susan F.",...W... 04:40PM-06:40PM;,SDC;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC371,Fall2017,Choreography Workshop,FALSE
"Kolcio,Katja P.",..T.R.. 09:20AM-11:20AM;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC377,Fall2017,Perspectives in Dance as Culture: What the Body Knows--Social Change and Revolution,TRUE
"Lourie,Susan F.",.....F. 08:50AM-10:10AM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC398,Fall2017,Senior Colloquium in Dance Research,FALSE
"Kolcio,Katja P.",TBA;,TBA,60,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC435,Fall2017,Advanced Dance Practice A,FALSE
"Kolcio,Katja P.",TBA;,TBA,60,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC445,Fall2017,Advanced Dance Practice B,FALSE
"Lourie,Susan F.",.M.W... 08:10AM-09:40AM;,SDC;,36,0,0,3,NA,9,9,9,9,FALSE,DANC111,Spring2018,Introduction to Dance,FALSE
"Alejandro,Pedro",..T.R.. 02:50PM-04:20PM;,SDC;,36,0,0,-2,NA,9,9,9,9,FALSE,DANC111,Spring2018,Introduction to Dance,FALSE
"Levine,Abigail",..T.R.. 02:50PM-04:20PM;,CDS;,25,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC202,Spring2018,Ballet I,FALSE
"Alejandro,Pedro",.M.W... 02:50PM-04:20PM;,SDC;,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC211,Spring2018,Modern Dance I,FALSE
"Baker,Ernest Felton",.....F. 02:50PM-05:20PM;,SDC;,36,6,6,19,NA,6,6,6,6,FALSE,DANC213,Spring2018,Hip Hop/Black Vernacular Dance,TRUE
"Alejandro,Pedro",..T.R.. 01:20PM-02:50PM;,SDC;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC250,Spring2018,Dance Composition,FALSE
"Silvester,Pamardi",..T.R.. 02:50PM-04:10PM;,WMH;,16,2,3,6,NA,3,3,3,2,FALSE,DANC251,Spring2018,Javanese Dance I,FALSE
"Saaka,Iddrisu",.M.W... 06:40PM-08:10PM;,CDS;,30,4,4,6,NA,4,4,7,7,FALSE,DANC260,Spring2018,West African Dance I,FALSE
"Saaka,Iddrisu",..T.R.. 06:40PM-08:10PM;,CDS;,30,4,4,12,NA,4,4,7,7,FALSE,DANC260,Spring2018,West African Dance I,FALSE
"Krishnan,Hari",.M.W... 09:50AM-11:20AM;,CDS;,25,3,3,10,NA,5,5,5,4,FALSE,DANC261,Spring2018,Bharata Natyam I: Introduction of South Indian Classical Dance,FALSE
"MacArthur,Bronwen",.M.W... 01:20PM-02:40PM; .....F. 12:40PM-02:40PM;,SDC;   ;,15,3,3,7,NA,3,4,2,0,FALSE,DANC300,Spring2018,Intermediate Modern Technique,FALSE
"Lourie,Susan F.",.M.W... 09:50AM-11:50AM;,SDC;,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC354,Spring2018,Improvisational Forms,FALSE
"Ote�za,Marcela",..T.R.. 10:20AM-11:40AM;,TST115;,12,3,3,1,NA,2,2,2,0,FALSE,THEA359,Spring2018,Design and the Performative Space,TRUE
"Saaka,Iddrisu",.M.W... 04:40PM-06:10PM;,CDS;,18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC365,Spring2018,West African Dance III,FALSE
"Krishnan,Hari",.M.W... 02:50PM-04:20PM;,CDS;,15,3,3,3,NA,3,3,3,NA,FALSE,DANC378,Spring2018,Repertory and Performance: Contemporary Dance from Global Perspectives,FALSE
"Lourie,Susan F.",.....F. 08:50AM-10:10AM;,CDS;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC398,Spring2018,Senior Colloquium in Dance Research,FALSE
"Levine,Abigail",.MTWRF. 03:30PM-05:10PM;,SDC;,15,3,3,15,NA,3,2,2,2,FALSE,NANA,NANA,"Writing Is Dancing, Dancing Is Writing",FALSE
"Hadler,Alice Berliner",..T.R.. 10:20AM-11:40AM;,DWNY100;,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,ENGL130,Fall2017,The English Essay,FALSE
"Hadler,Alice Berliner",....R.. 01:20PM-04:10PM;,DWNY100;,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,ENGL132,Fall2017,Writing Medicine and the Doctor-Writer,FALSE
"Corcoran,Jonathan",.M.W... 08:20AM-09:40AM;,116MTV102;,15,NA,NA,7,NA,NA,NA,NA,15,FALSE,ENGL146,Fall2017,Three Big Novels,FALSE
"McCann,Sean",..T.R.. 08:50AM-10:10AM;,116MTV102;,15,NA,NA,0,NA,NA,NA,NA,15,FALSE,ENGL150,Fall2017,American Crazy: Four Myths of Violence and National Identity,FALSE
"McCann,Sean",...W.F. 01:20PM-02:40PM;,PAC104;,15,NA,NA,4,NA,NA,NA,NA,15,FALSE,ENGL150,Fall2017,American Crazy: Four Myths of Violence and National Identity,FALSE
"Nisse,Ruth",.M.W... 01:20PM-02:40PM;,CAAS LOUNG;,15,NA,NA,8,NA,NA,NA,NA,15,FALSE,ENGL153,Fall2017,"Ethnicity, Race, and Religion in the Middle Ages",TRUE
"Fallon,Sam",..T.R.. 08:50AM-10:10AM;,FISK412;,15,NA,NA,0,NA,NA,NA,NA,15,FALSE,ENGL154,Fall2017,"Maps, Globes, Moons: Renaissance Worldmaking",FALSE
"Day Frank,Morgan",...W.F. 01:20PM-02:40PM;,DWNY208;,15,NA,NA,3,NA,NA,NA,NA,15,FALSE,ENGL162,Fall2017,The Past and Present of American Journalism,FALSE
"Day Frank,Morgan",...W.F. 02:50PM-04:10PM;,DWNY208;,15,NA,NA,2,NA,NA,NA,NA,15,FALSE,ENGL162,Fall2017,The Past and Present of American Journalism,FALSE
"Nguyen,Marguerite",..T.R.. 08:50AM-10:10AM;,CRT285;,15,NA,NA,1,NA,NA,NA,NA,15,FALSE,ENGL165,Fall2017,Querying the Nation: American Literature and Ethnic Studies,FALSE
"McMahon,Rashida Z. Shaw",...W.F. 01:20PM-02:40PM;,116MTV102;,15,NA,NA,0,NA,NA,NA,NA,15,FALSE,ENGL176,Fall2017,August Wilson,TRUE
"Greene,Anne F.",.M.W... 08:20AM-09:40AM;,DWNY100;,15,NA,NA,0,NA,NA,NA,NA,15,FALSE,ENGL190,Fall2017,"First-Year Seminar (FYS): Place, Character, and Design: Techniques in Writing Nonfiction and Fiction",FALSE
"Saint,Lily Leopold",..T.R.. 08:50AM-10:10AM;,FISK414;,15,0,1,0,NA,0,0,13,1,FALSE,NANA,NANA,"Ways of Reading: Influence, Imitation, Invention",FALSE
"Friedberg,Harris A.",..T.R.. 08:50AM-10:10AM;,FISK413;,15,0,1,3,NA,0,0,13,1,FALSE,NANA,NANA,Ways of Reading: Literary Form and Forms,FALSE
"Garrett,Matthew Carl",.M.W... 01:20PM-02:40PM;,ZLKA106;,15,0,1,0,NA,0,0,13,1,FALSE,NANA,NANA,Ways of Reading: The Pleasures of the Text,FALSE
"Garrett,Matthew Carl",.M.W.F. 09:50AM-10:40AM;,PAC001;,60,3,5,29,NA,3,5,25,19,FALSE,ENGL203,Fall2017,American Literature from the Colonial Period to the Civil War,TRUE
"Fallon,Sam",...W.F. 10:50AM-12:10PM;,RLAN106;,19,4,5,-2,NA,0,0,5,5,FALSE,ENGL205,Fall2017,Shakespeare,TRUE
"Fallon,Sam",...W.F. 02:50PM-04:10PM;,FISK101;,19,4,5,-1,NA,0,0,5,5,FALSE,ENGL205,Fall2017,Shakespeare,TRUE
"Crosby,Christina",....R.. 01:20PM-04:10PM;,CRT285;,15,7,8,1,NA,0,0,0,NA,FALSE,FGSS209,Fall2017,Feminist Theories,TRUE
